col_0,col_1,col_2,col_3,col_4
19.0,45.0,7.0,15.555555555555555,1.0
20.0,46.0,4.0,8.695652173913043,1.0
2.0,47.0,2.0,4.25531914893617,0.0
14.0,48.0,6.0,12.5,1.0
17.0,49.0,4.0,8.16326530612245,1.0
16.0,50.0,6.0,12.0,1.0
7.0,51.0,1.0,1.96078431372549,0.0
18.0,52.0,4.0,7.6923076923076925,1.0
20.0,53.0,5.0,9.433962264150944,1.0
10.0,54.0,3.0,5.555555555555555,1.0
17.0,55.0,5.0,9.090909090909092,1.0
8.0,56.0,3.0,5.357142857142857,1.0
18.0,57.0,5.0,8.771929824561402,1.0
18.0,58.0,6.0,10.344827586206897,1.0
19.0,59.0,8.0,13.559322033898304,1.0
18.0,60.0,7.0,11.666666666666666,1.0
16.0,61.0,7.0,11.475409836065571,1.0
16.0,62.0,8.0,12.903225806451612,1.0
6.0,63.0,4.0,6.349206349206349,1.0
16.0,64.0,9.0,14.0625,1.0
11.0,65.0,4.0,6.153846153846154,1.0
18.0,66.0,8.0,12.12121212121212,1.0
20.0,67.0,6.0,8.955223880597014,1.0
13.0,68.0,2.0,2.941176470588235,0.0
10.0,69.0,4.0,5.797101449275362,1.0
18.0,70.0,9.0,12.857142857142856,1.0
18.0,71.0,10.0,14.084507042253522,1.0
15.0,72.0,2.0,2.7777777777777777,0.0
13.0,73.0,3.0,4.10958904109589,0.0
17.0,74.0,6.0,8.108108108108109,1.0
6.0,75.0,5.0,6.666666666666667,1.0
16.0,76.0,10.0,13.157894736842104,1.0
18.0,77.0,11.0,14.285714285714285,1.0
17.0,78.0,7.0,8.974358974358974,1.0
4.0,79.0,2.0,2.5316455696202533,0.0
17.0,80.0,8.0,10.0,1.0
18.0,81.0,12.0,14.814814814814811,1.0
20.0,82.0,7.0,8.536585365853659,1.0
16.0,83.0,11.0,13.253012048192772,1.0
2.0,84.0,3.0,3.571428571428571,0.0
16.0,85.0,12.0,14.117647058823527,1.0
16.0,86.0,13.0,15.11627906976744,1.0
20.0,87.0,8.0,9.195402298850574,1.0
6.0,88.0,6.0,6.8181818181818175,1.0
13.0,89.0,4.0,4.49438202247191,0.0
8.0,90.0,4.0,4.444444444444445,0.0
11.0,91.0,5.0,5.494505494505495,1.0
7.0,92.0,2.0,2.1739130434782608,0.0
16.0,93.0,14.0,15.053763440860216,1.0
2.0,94.0,4.0,4.25531914893617,0.0
20.0,95.0,9.0,9.473684210526317,1.0
4.0,96.0,3.0,3.125,0.0
19.0,97.0,9.0,9.278350515463918,1.0
20.0,98.0,10.0,10.20408163265306,1.0
14.0,99.0,7.0,7.07070707070707,1.0
6.0,100.0,7.0,7.000000000000001,1.0
20.0,101.0,11.0,10.891089108910892,1.0
7.0,102.0,3.0,2.941176470588235,0.0
16.0,103.0,15.0,14.563106796116504,1.0
17.0,104.0,9.0,8.653846153846153,1.0
19.0,105.0,10.0,9.523809523809524,1.0
19.0,106.0,11.0,10.37735849056604,1.0
14.0,107.0,8.0,7.476635514018691,1.0
19.0,108.0,12.0,11.11111111111111,1.0
7.0,109.0,4.0,3.669724770642202,0.0
18.0,110.0,13.0,11.818181818181818,1.0
6.0,111.0,8.0,7.207207207207207,1.0
7.0,112.0,5.0,4.464285714285714,0.0
19.0,113.0,13.0,11.50442477876106,1.0
3.0,114.0,3.0,2.631578947368421,0.0
17.0,115.0,10.0,8.695652173913043,1.0
18.0,116.0,14.0,12.06896551724138,1.0
4.0,117.0,4.0,3.418803418803419,0.0
20.0,118.0,12.0,10.16949152542373,1.0
10.0,119.0,5.0,4.201680672268908,0.0
9.0,120.0,3.0,2.5,0.0
13.0,121.0,5.0,4.132231404958678,0.0
16.0,122.0,16.0,13.114754098360656,1.0
12.0,123.0,2.0,1.6260162601626018,0.0
12.0,124.0,3.0,2.419354838709677,0.0
18.0,125.0,15.0,12.0,1.0
18.0,126.0,16.0,12.698412698412698,1.0
17.0,127.0,11.0,8.661417322834646,1.0
16.0,128.0,17.0,13.28125,1.0
2.0,129.0,5.0,3.875968992248062,0.0
9.0,130.0,4.0,3.076923076923077,0.0
16.0,131.0,18.0,13.740458015267176,1.0
19.0,132.0,14.0,10.606060606060606,1.0
19.0,133.0,15.0,11.278195488721805,1.0
19.0,134.0,16.0,11.940298507462686,1.0
14.0,135.0,9.0,6.666666666666667,1.0
5.0,136.0,1.0,0.7352941176470588,0.0
10.0,137.0,6.0,4.37956204379562,0.0
20.0,138.0,13.0,9.420289855072465,1.0
19.0,139.0,17.0,12.23021582733813,1.0
5.0,140.0,2.0,1.4285714285714286,0.0
10.0,141.0,7.0,4.964539007092199,0.0
17.0,142.0,12.0,8.450704225352112,1.0
20.0,143.0,14.0,9.79020979020979,1.0
14.0,144.0,10.0,6.944444444444445,1.0
18.0,145.0,17.0,11.724137931034482,1.0
10.0,146.0,8.0,5.47945205479452,1.0
6.0,147.0,9.0,6.122448979591836,1.0
18.0,148.0,18.0,12.162162162162163,1.0
20.0,149.0,15.0,10.06711409395973,1.0
4.0,150.0,5.0,3.333333333333333,0.0
9.0,151.0,5.0,3.3112582781456954,0.0
17.0,152.0,13.0,8.552631578947368,1.0
8.0,153.0,5.0,3.2679738562091507,0.0
19.0,154.0,18.0,11.688311688311687,1.0
16.0,155.0,19.0,12.258064516129032,1.0
4.0,156.0,6.0,3.8461538461538463,0.0
15.0,157.0,3.0,1.910828025477707,0.0
18.0,158.0,19.0,12.025316455696204,1.0
6.0,159.0,10.0,6.289308176100629,1.0
18.0,160.0,20.0,12.5,1.0
3.0,161.0,4.0,2.484472049689441,0.0
17.0,162.0,14.0,8.641975308641975,1.0
7.0,163.0,6.0,3.6809815950920246,0.0
17.0,164.0,15.0,9.146341463414634,1.0
13.0,165.0,6.0,3.636363636363636,0.0
20.0,166.0,16.0,9.63855421686747,1.0
10.0,167.0,9.0,5.389221556886228,1.0
3.0,168.0,5.0,2.976190476190476,0.0
14.0,169.0,11.0,6.508875739644971,1.0
16.0,170.0,20.0,11.76470588235294,1.0
7.0,171.0,7.0,4.093567251461988,0.0
2.0,172.0,6.0,3.488372093023256,0.0
4.0,173.0,7.0,4.046242774566474,0.0
18.0,174.0,21.0,12.06896551724138,1.0
20.0,175.0,17.0,9.714285714285714,1.0
11.0,176.0,6.0,3.4090909090909087,0.0
10.0,177.0,10.0,5.649717514124294,1.0
15.0,178.0,4.0,2.247191011235955,0.0
19.0,179.0,19.0,10.614525139664805,1.0
14.0,180.0,12.0,6.666666666666667,1.0
12.0,181.0,4.0,2.209944751381215,0.0
20.0,182.0,18.0,9.89010989010989,1.0
10.0,183.0,11.0,6.0109289617486334,1.0
5.0,184.0,3.0,1.6304347826086956,0.0
20.0,185.0,19.0,10.27027027027027,1.0
7.0,186.0,8.0,4.301075268817205,0.0
3.0,187.0,6.0,3.2085561497326207,0.0
11.0,188.0,7.0,3.723404255319149,0.0
20.0,189.0,20.0,10.582010582010582,1.0
17.0,190.0,16.0,8.421052631578947,1.0
19.0,191.0,20.0,10.471204188481677,1.0
17.0,192.0,17.0,8.854166666666668,1.0
19.0,193.0,21.0,10.88082901554404,1.0
5.0,194.0,4.0,2.061855670103093,0.0
8.0,195.0,6.0,3.076923076923077,0.0
7.0,196.0,9.0,4.591836734693878,0.0
9.0,197.0,6.0,3.045685279187817,0.0
7.0,198.0,10.0,5.05050505050505,1.0
11.0,199.0,8.0,4.0201005025125625,0.0
18.0,200.0,22.0,11.0,1.0
2.0,201.0,7.0,3.482587064676617,0.0
18.0,202.0,23.0,11.386138613861387,1.0
19.0,203.0,22.0,10.83743842364532,1.0
18.0,204.0,24.0,11.76470588235294,1.0
20.0,205.0,21.0,10.24390243902439,1.0
10.0,206.0,12.0,5.825242718446602,1.0
20.0,207.0,22.0,10.628019323671497,1.0
10.0,208.0,13.0,6.25,1.0
18.0,209.0,25.0,11.961722488038278,1.0
10.0,210.0,14.0,6.666666666666667,1.0
8.0,211.0,7.0,3.3175355450236967,0.0
17.0,212.0,18.0,8.49056603773585,1.0
19.0,213.0,23.0,10.7981220657277,1.0
17.0,214.0,19.0,8.878504672897195,1.0
16.0,215.0,21.0,9.767441860465116,1.0
19.0,216.0,24.0,11.11111111111111,1.0
11.0,217.0,9.0,4.147465437788019,0.0
18.0,218.0,26.0,11.926605504587156,1.0
2.0,219.0,8.0,3.65296803652968,0.0
6.0,220.0,11.0,5.0,1.0
11.0,221.0,10.0,4.524886877828054,0.0
9.0,222.0,7.0,3.153153153153153,0.0
20.0,223.0,23.0,10.31390134529148,1.0
4.0,224.0,8.0,3.571428571428571,0.0
16.0,225.0,22.0,9.77777777777778,1.0
14.0,226.0,13.0,5.752212389380531,1.0
14.0,227.0,14.0,6.167400881057269,1.0
10.0,228.0,15.0,6.578947368421052,1.0
18.0,229.0,27.0,11.790393013100436,1.0
17.0,230.0,20.0,8.695652173913043,1.0
17.0,231.0,21.0,9.090909090909092,1.0
4.0,232.0,9.0,3.8793103448275854,0.0
10.0,233.0,16.0,6.866952789699571,1.0
20.0,234.0,24.0,10.256410256410255,1.0
19.0,235.0,25.0,10.638297872340424,1.0
16.0,236.0,23.0,9.745762711864408,1.0
4.0,237.0,10.0,4.219409282700422,0.0
12.0,238.0,5.0,2.100840336134454,0.0
19.0,239.0,26.0,10.87866108786611,1.0
8.0,240.0,8.0,3.333333333333333,0.0
20.0,241.0,25.0,10.37344398340249,1.0
10.0,242.0,17.0,7.024793388429752,1.0
6.0,243.0,12.0,4.938271604938271,0.0
3.0,244.0,7.0,2.8688524590163933,0.0
5.0,245.0,5.0,2.0408163265306123,0.0
13.0,246.0,7.0,2.845528455284553,0.0
20.0,247.0,26.0,10.526315789473683,1.0
18.0,248.0,28.0,11.29032258064516,1.0
16.0,249.0,24.0,9.63855421686747,1.0
13.0,250.0,8.0,3.2,0.0
2.0,251.0,9.0,3.5856573705179287,0.0
18.0,252.0,29.0,11.507936507936508,1.0
19.0,253.0,27.0,10.67193675889328,1.0
7.0,254.0,11.0,4.330708661417323,0.0
17.0,255.0,22.0,8.627450980392156,1.0
20.0,256.0,27.0,10.546875,1.0
6.0,257.0,13.0,5.058365758754864,1.0
12.0,258.0,6.0,2.3255813953488373,0.0
15.0,259.0,5.0,1.9305019305019304,0.0
10.0,260.0,18.0,6.923076923076923,1.0
15.0,261.0,6.0,2.2988505747126435,0.0
14.0,262.0,15.0,5.7251908396946565,1.0
6.0,263.0,14.0,5.323193916349809,1.0
8.0,264.0,9.0,3.4090909090909087,0.0
18.0,265.0,30.0,11.320754716981131,1.0
19.0,266.0,28.0,10.526315789473683,1.0
12.0,267.0,7.0,2.621722846441948,0.0
16.0,268.0,25.0,9.328358208955224,1.0
17.0,269.0,23.0,8.550185873605948,1.0
15.0,270.0,7.0,2.592592592592593,0.0
16.0,271.0,26.0,9.59409594095941,1.0
16.0,272.0,27.0,9.926470588235292,1.0
15.0,273.0,8.0,2.93040293040293,0.0
17.0,274.0,24.0,8.75912408759124,1.0
2.0,275.0,10.0,3.636363636363636,0.0
11.0,276.0,11.0,3.985507246376811,0.0
9.0,277.0,8.0,2.888086642599278,0.0
18.0,278.0,31.0,11.151079136690647,1.0
18.0,279.0,32.0,11.469534050179211,1.0
3.0,280.0,8.0,2.857142857142857,0.0
16.0,281.0,28.0,9.9644128113879,1.0
5.0,282.0,6.0,2.127659574468085,0.0
20.0,283.0,28.0,9.89399293286219,1.0
4.0,284.0,11.0,3.873239436619718,0.0
18.0,285.0,33.0,11.578947368421051,1.0
16.0,286.0,29.0,10.13986013986014,1.0
18.0,287.0,34.0,11.846689895470384,1.0
3.0,288.0,9.0,3.125,0.0
18.0,289.0,35.0,12.110726643598616,1.0
18.0,290.0,36.0,12.413793103448276,1.0
5.0,291.0,7.0,2.405498281786942,0.0
7.0,292.0,12.0,4.10958904109589,0.0
7.0,293.0,13.0,4.436860068259386,0.0
20.0,294.0,29.0,9.863945578231291,1.0
4.0,295.0,12.0,4.067796610169491,0.0
6.0,296.0,15.0,5.067567567567568,1.0
18.0,297.0,37.0,12.457912457912458,1.0
13.0,298.0,9.0,3.02013422818792,0.0
16.0,299.0,30.0,10.033444816053512,1.0
18.0,300.0,38.0,12.666666666666668,1.0
10.0,301.0,19.0,6.312292358803987,1.0
16.0,302.0,31.0,10.264900662251655,1.0
18.0,303.0,39.0,12.871287128712872,1.0
13.0,304.0,10.0,3.289473684210526,0.0
13.0,305.0,11.0,3.606557377049181,0.0
8.0,306.0,10.0,3.2679738562091507,0.0
10.0,307.0,20.0,6.514657980456026,1.0
18.0,308.0,40.0,12.987012987012983,1.0
5.0,309.0,8.0,2.5889967637540456,0.0
3.0,310.0,10.0,3.225806451612903,0.0
15.0,311.0,9.0,2.893890675241157,0.0
17.0,312.0,25.0,8.012820512820513,1.0
19.0,313.0,29.0,9.26517571884984,1.0
19.0,314.0,30.0,9.554140127388536,1.0
19.0,315.0,31.0,9.841269841269842,1.0
19.0,316.0,32.0,10.126582278481012,1.0
20.0,317.0,30.0,9.46372239747634,1.0
3.0,318.0,11.0,3.459119496855346,0.0
18.0,319.0,41.0,12.852664576802509,1.0
16.0,320.0,32.0,10.0,1.0
3.0,321.0,12.0,3.738317757009345,0.0
16.0,322.0,33.0,10.248447204968944,1.0
11.0,323.0,12.0,3.7151702786377703,0.0
18.0,324.0,42.0,12.962962962962962,1.0
16.0,325.0,34.0,10.461538461538462,1.0
19.0,326.0,33.0,10.122699386503069,1.0
16.0,327.0,35.0,10.703363914373089,1.0
20.0,328.0,31.0,9.451219512195122,1.0
13.0,329.0,12.0,3.64741641337386,0.0
20.0,330.0,32.0,9.696969696969695,1.0
15.0,331.0,10.0,3.0211480362537766,0.0
17.0,332.0,26.0,7.83132530120482,1.0
14.0,333.0,16.0,4.804804804804805,0.0
16.0,334.0,36.0,10.778443113772456,1.0
9.0,335.0,9.0,2.686567164179104,0.0
8.0,336.0,11.0,3.273809523809524,0.0
19.0,337.0,34.0,10.089020771513352,1.0
10.0,338.0,21.0,6.21301775147929,1.0
19.0,339.0,35.0,10.32448377581121,1.0
2.0,340.0,11.0,3.2352941176470598,0.0
20.0,341.0,33.0,9.67741935483871,1.0
18.0,342.0,43.0,12.573099415204677,1.0
11.0,343.0,13.0,3.7900874635568513,0.0
6.0,344.0,16.0,4.651162790697675,0.0
8.0,345.0,12.0,3.4782608695652173,0.0
20.0,346.0,34.0,9.826589595375722,1.0
8.0,347.0,13.0,3.746397694524496,0.0
20.0,348.0,35.0,10.057471264367816,1.0
15.0,349.0,11.0,3.151862464183381,0.0
18.0,350.0,44.0,12.571428571428571,1.0
7.0,351.0,14.0,3.988603988603988,0.0
16.0,352.0,37.0,10.511363636363637,1.0
19.0,353.0,36.0,10.198300283286118,1.0
16.0,354.0,38.0,10.734463276836156,1.0
20.0,355.0,36.0,10.140845070422536,1.0
19.0,356.0,37.0,10.393258426966293,1.0
8.0,357.0,14.0,3.92156862745098,0.0
4.0,358.0,13.0,3.6312849162011176,0.0
20.0,359.0,37.0,10.30640668523677,1.0
9.0,360.0,10.0,2.7777777777777777,0.0
14.0,361.0,17.0,4.709141274238228,0.0
3.0,362.0,13.0,3.591160220994475,0.0
4.0,363.0,14.0,3.8567493112947657,0.0
19.0,364.0,38.0,10.43956043956044,1.0
19.0,365.0,39.0,10.684931506849315,1.0
13.0,366.0,13.0,3.551912568306011,0.0
8.0,367.0,15.0,4.087193460490464,0.0
20.0,368.0,38.0,10.326086956521738,1.0
16.0,369.0,39.0,10.569105691056912,1.0
20.0,370.0,39.0,10.54054054054054,1.0
7.0,371.0,15.0,4.043126684636119,0.0
20.0,372.0,40.0,10.75268817204301,1.0
17.0,373.0,27.0,7.238605898123325,1.0
19.0,374.0,40.0,10.6951871657754,1.0
10.0,375.0,22.0,5.866666666666666,1.0
16.0,376.0,40.0,10.638297872340424,1.0
19.0,377.0,41.0,10.875331564986736,1.0
16.0,378.0,41.0,10.846560846560848,1.0
20.0,379.0,41.0,10.817941952506596,1.0
2.0,380.0,12.0,3.1578947368421053,0.0
15.0,381.0,12.0,3.149606299212598,0.0
17.0,382.0,28.0,7.329842931937172,1.0
17.0,383.0,29.0,7.571801566579634,1.0
16.0,384.0,42.0,10.9375,1.0
13.0,385.0,14.0,3.636363636363636,0.0
17.0,386.0,30.0,7.772020725388601,1.0
17.0,387.0,31.0,8.010335917312661,1.0
14.0,388.0,18.0,4.639175257731959,0.0
3.0,389.0,14.0,3.5989717223650386,0.0
16.0,390.0,43.0,11.025641025641026,1.0
6.0,391.0,17.0,4.3478260869565215,0.0
16.0,392.0,44.0,11.224489795918368,1.0
10.0,393.0,23.0,5.852417302798982,1.0
19.0,394.0,42.0,10.65989847715736,1.0
18.0,395.0,45.0,11.39240506329114,1.0
5.0,396.0,9.0,2.272727272727273,0.0
19.0,397.0,43.0,10.831234256926953,1.0
20.0,398.0,42.0,10.552763819095476,1.0
19.0,399.0,44.0,11.027568922305765,1.0
12.0,400.0,8.0,2.0,0.0
5.0,401.0,10.0,2.493765586034913,0.0
17.0,402.0,32.0,7.960199004975125,1.0
16.0,403.0,45.0,11.166253101736972,1.0
18.0,404.0,46.0,11.386138613861387,1.0
19.0,405.0,45.0,11.11111111111111,1.0
16.0,406.0,46.0,11.330049261083744,1.0
20.0,407.0,43.0,10.565110565110563,1.0
20.0,408.0,44.0,10.784313725490197,1.0
17.0,409.0,33.0,8.06845965770171,1.0
18.0,410.0,47.0,11.463414634146345,1.0
6.0,411.0,18.0,4.37956204379562,0.0
12.0,412.0,9.0,2.184466019417476,0.0
16.0,413.0,47.0,11.380145278450362,1.0
18.0,414.0,48.0,11.594202898550725,1.0
18.0,415.0,49.0,11.80722891566265,1.0
20.0,416.0,45.0,10.817307692307692,1.0
4.0,417.0,15.0,3.597122302158273,0.0
19.0,418.0,46.0,11.004784688995215,1.0
5.0,419.0,11.0,2.6252983293556085,0.0
6.0,420.0,19.0,4.523809523809524,0.0
8.0,421.0,16.0,3.800475059382423,0.0
11.0,422.0,14.0,3.3175355450236967,0.0
20.0,423.0,46.0,10.874704491725767,1.0
10.0,424.0,24.0,5.660377358490567,1.0
20.0,425.0,47.0,11.058823529411764,1.0
17.0,426.0,34.0,7.981220657276995,1.0
14.0,427.0,19.0,4.449648711943794,0.0
18.0,428.0,50.0,11.682242990654206,1.0
19.0,429.0,47.0,10.955710955710956,1.0
7.0,430.0,16.0,3.72093023255814,0.0
19.0,431.0,48.0,11.1368909512761,1.0
17.0,432.0,35.0,8.101851851851851,1.0
16.0,433.0,48.0,11.085450346420323,1.0
9.0,434.0,11.0,2.5345622119815667,0.0
3.0,435.0,15.0,3.4482758620689653,0.0
7.0,436.0,17.0,3.89908256880734,0.0
18.0,437.0,51.0,11.670480549199084,1.0
15.0,438.0,13.0,2.968036529680365,0.0
19.0,439.0,49.0,11.161731207289291,1.0
4.0,440.0,16.0,3.636363636363636,0.0
20.0,441.0,48.0,10.884353741496598,1.0
10.0,442.0,25.0,5.656108597285068,1.0
11.0,443.0,15.0,3.3860045146726865,0.0
4.0,444.0,17.0,3.828828828828829,0.0
2.0,445.0,13.0,2.9213483146067416,0.0
20.0,446.0,49.0,10.986547085201794,1.0
20.0,447.0,50.0,11.185682326621924,1.0
2.0,448.0,14.0,3.125,0.0
18.0,449.0,52.0,11.58129175946548,1.0
19.0,450.0,50.0,11.11111111111111,1.0
13.0,451.0,15.0,3.325942350332594,0.0
16.0,452.0,49.0,10.84070796460177,1.0
18.0,453.0,53.0,11.699779249448124,1.0
16.0,454.0,50.0,11.013215859030836,1.0
16.0,455.0,51.0,11.20879120879121,1.0
10.0,456.0,26.0,5.701754385964912,1.0
8.0,457.0,17.0,3.719912472647703,0.0
10.0,458.0,27.0,5.895196506550218,1.0
6.0,459.0,20.0,4.357298474945534,0.0
17.0,460.0,36.0,7.82608695652174,1.0
8.0,461.0,18.0,3.9045553145336234,0.0
3.0,462.0,16.0,3.463203463203463,0.0
16.0,463.0,52.0,11.23110151187905,1.0
13.0,464.0,16.0,3.4482758620689653,0.0
18.0,465.0,54.0,11.612903225806452,1.0
20.0,466.0,51.0,10.944206008583691,1.0
3.0,467.0,17.0,3.640256959314775,0.0
2.0,468.0,15.0,3.205128205128205,0.0
18.0,469.0,55.0,11.727078891257996,1.0
20.0,470.0,52.0,11.063829787234042,1.0
12.0,471.0,10.0,2.123142250530785,0.0
16.0,472.0,53.0,11.228813559322036,1.0
20.0,473.0,53.0,11.20507399577167,1.0
20.0,474.0,54.0,11.39240506329114,1.0
15.0,475.0,14.0,2.9473684210526314,0.0
18.0,476.0,56.0,11.76470588235294,1.0
16.0,477.0,54.0,11.320754716981131,1.0
7.0,478.0,18.0,3.765690376569038,0.0
19.0,479.0,51.0,10.647181628392484,1.0
9.0,480.0,12.0,2.5,0.0
17.0,481.0,37.0,7.6923076923076925,1.0
20.0,482.0,55.0,11.41078838174274,1.0
18.0,483.0,57.0,11.801242236024844,1.0
10.0,484.0,28.0,5.785123966942149,1.0
19.0,485.0,52.0,10.721649484536082,1.0
6.0,486.0,21.0,4.320987654320987,0.0
12.0,487.0,11.0,2.2587268993839835,0.0
10.0,488.0,29.0,5.942622950819672,1.0
15.0,489.0,15.0,3.067484662576687,0.0
10.0,490.0,30.0,6.122448979591836,1.0
5.0,491.0,12.0,2.4439918533604885,0.0
20.0,492.0,56.0,11.38211382113821,1.0
4.0,493.0,18.0,3.6511156186612577,0.0
20.0,494.0,57.0,11.538461538461538,1.0
18.0,495.0,58.0,11.717171717171718,1.0
19.0,496.0,53.0,10.685483870967742,1.0
20.0,497.0,58.0,11.670020120724349,1.0
17.0,498.0,38.0,7.630522088353414,1.0
8.0,499.0,19.0,3.807615230460922,0.0
16.0,500.0,55.0,11.0,1.0
16.0,501.0,56.0,11.177644710578845,1.0
18.0,502.0,59.0,11.752988047808763,1.0
9.0,503.0,13.0,2.584493041749503,0.0
20.0,504.0,59.0,11.706349206349206,1.0
16.0,505.0,57.0,11.287128712871288,1.0
13.0,506.0,17.0,3.3596837944664038,0.0
4.0,507.0,19.0,3.7475345167652856,0.0
13.0,508.0,18.0,3.543307086614173,0.0
16.0,509.0,58.0,11.394891944990176,1.0
7.0,510.0,19.0,3.725490196078432,0.0
18.0,511.0,60.0,11.741682974559687,1.0
17.0,512.0,39.0,7.6171875,1.0
7.0,513.0,20.0,3.898635477582846,0.0
19.0,514.0,54.0,10.505836575875486,1.0
6.0,515.0,22.0,4.271844660194175,0.0
8.0,516.0,20.0,3.875968992248062,0.0
5.0,517.0,13.0,2.5145067698259185,0.0
12.0,518.0,12.0,2.3166023166023164,0.0
6.0,519.0,23.0,4.431599229287091,0.0
13.0,520.0,19.0,3.653846153846154,0.0
16.0,521.0,59.0,11.324376199616124,1.0
14.0,522.0,20.0,3.8314176245210727,0.0
20.0,523.0,60.0,11.47227533460803,1.0
13.0,524.0,20.0,3.816793893129771,0.0
20.0,525.0,61.0,11.61904761904762,1.0
18.0,526.0,61.0,11.596958174904945,1.0
19.0,527.0,55.0,10.436432637571158,1.0
16.0,528.0,60.0,11.363636363636363,1.0
18.0,529.0,62.0,11.720226843100187,1.0
5.0,530.0,14.0,2.6415094339622645,0.0
19.0,531.0,56.0,10.546139359698682,1.0
8.0,532.0,21.0,3.947368421052632,0.0
10.0,533.0,31.0,5.816135084427768,1.0
20.0,534.0,62.0,11.610486891385769,1.0
14.0,535.0,21.0,3.925233644859813,0.0
20.0,536.0,63.0,11.753731343283585,1.0
2.0,537.0,16.0,2.97951582867784,0.0
20.0,538.0,64.0,11.895910780669144,1.0
16.0,539.0,61.0,11.317254174397032,1.0
10.0,540.0,32.0,5.925925925925927,1.0
15.0,541.0,16.0,2.957486136783734,0.0
18.0,542.0,63.0,11.62361623616236,1.0
13.0,543.0,21.0,3.867403314917127,0.0
18.0,544.0,64.0,11.76470588235294,1.0
13.0,545.0,22.0,4.036697247706423,0.0
19.0,546.0,57.0,10.43956043956044,1.0
8.0,547.0,22.0,4.021937842778794,0.0
7.0,548.0,21.0,3.832116788321168,0.0
6.0,549.0,24.0,4.371584699453552,0.0
5.0,550.0,15.0,2.727272727272727,0.0
16.0,551.0,62.0,11.252268602540836,1.0
9.0,552.0,14.0,2.536231884057971,0.0
17.0,553.0,40.0,7.233273056057866,1.0
12.0,554.0,13.0,2.3465703971119134,0.0
14.0,555.0,22.0,3.963963963963964,0.0
18.0,556.0,65.0,11.690647482014388,1.0
15.0,557.0,17.0,3.052064631956912,0.0
17.0,558.0,41.0,7.347670250896058,1.0
15.0,559.0,18.0,3.2200357781753133,0.0
4.0,560.0,20.0,3.571428571428571,0.0
19.0,561.0,58.0,10.338680926916222,1.0
15.0,562.0,19.0,3.380782918149466,0.0
4.0,563.0,21.0,3.7300177619893424,0.0
10.0,564.0,33.0,5.851063829787234,1.0
19.0,565.0,59.0,10.442477876106194,1.0
6.0,566.0,25.0,4.41696113074205,0.0
14.0,567.0,23.0,4.056437389770723,0.0
16.0,568.0,63.0,11.091549295774648,1.0
13.0,569.0,23.0,4.042179261862917,0.0
10.0,570.0,34.0,5.964912280701754,1.0
18.0,571.0,66.0,11.558669001751314,1.0
11.0,572.0,16.0,2.797202797202797,0.0
2.0,573.0,17.0,2.966841186736475,0.0
19.0,574.0,60.0,10.452961672473869,1.0
20.0,575.0,65.0,11.304347826086955,1.0
14.0,576.0,24.0,4.166666666666666,0.0
10.0,577.0,35.0,6.065857885615252,1.0
11.0,578.0,17.0,2.941176470588235,0.0
16.0,579.0,64.0,11.053540587219343,1.0
16.0,580.0,65.0,11.20689655172414,1.0
2.0,581.0,18.0,3.098106712564544,0.0
7.0,582.0,22.0,3.7800687285223367,0.0
2.0,583.0,19.0,3.2590051457975986,0.0
9.0,584.0,15.0,2.568493150684932,0.0
